StudentCode,StudentName,UcCode,ClassCode
202058212,Osmar,L.EIC013,2LEIC11
202058212,Osmar,L.EIC014,2LEIC11
202078442,Jose Narciso,L.EIC023,3LEIC09
202066797,Jose Santiago,L.EIC021,3LEIC11
202066797,Jose Santiago,L.EIC023,3LEIC09
202066797,Jose Santiago,L.EIC025,3LEIC12
202059912,Firmino,L.EIC013,2LEIC08
202059912,Firmino,L.EIC025,3LEIC10
202024297,Julia,L.EIC002,1LEIC13
202024297,Julia,L.EIC013,2LEIC03
202024297,Julia,L.EIC014,2LEIC05
202028632,Fatima,L.EIC003,1LEIC16
202028632,Fatima,L.EIC011,2LEIC05
202028632,Fatima,L.EIC012,2LEIC06
202028632,Fatima,L.EIC013,2LEIC07
202028632,Fatima,L.EIC014,2LEIC07
202061697,Manuel Caetano,L.EIC013,2LEIC08
202061697,Manuel Caetano,L.EIC023,3LEIC11
202060592,Norberto,L.EIC013,2LEIC08
202060592,Norberto,L.EIC021,3LEIC10
202060592,Norberto,L.EIC022,3LEIC12
202060592,Norberto,L.EIC023,3LEIC08
202060592,Norberto,L.EIC025,3LEIC12
202055577,Galileu,L.EIC012,2LEIC09
202055577,Galileu,L.EIC015,2LEIC11
202055577,Galileu,L.EIC021,3LEIC11
202055577,Galileu,L.EIC023,3LEIC10
202055577,Galileu,L.EIC024,3LEIC10
202055577,Galileu,L.EIC025,3LEIC14
202061527,Jose Edgar,L.EIC013,2LEIC03
202061527,Jose Edgar,L.EIC014,2LEIC05
202061527,Jose Edgar,L.EIC021,3LEIC03
202061527,Jose Edgar,L.EIC022,3LEIC03
202061527,Jose Edgar,L.EIC023,3LEIC07
202053452,Manuel Carlos,L.EIC011,2LEIC10
202053452,Manuel Carlos,L.EIC013,2LEIC09
202053452,Manuel Carlos,L.EIC021,3LEIC11
202053452,Manuel Carlos,L.EIC022,3LEIC10
202053452,Manuel Carlos,L.EIC023,3LEIC10
202053452,Manuel Carlos,L.EIC024,3LEIC10
202053452,Manuel Carlos,L.EIC025,3LEIC11
202023787,Elsa,L.EIC002,1LEIC02
202023787,Elsa,L.EIC015,2LEIC03
202028207,Julieta,L.EIC003,1LEIC14
202028207,Julieta,L.EIC004,1LEIC14
202028207,Julieta,L.EIC005,1LEIC14
202023957,Olivia,L.EIC002,1LEIC14
202023957,Olivia,L.EIC003,1LEIC14
202023957,Olivia,L.EIC005,1LEIC14
202064927,Jose Alexandre,L.EIC021,3LEIC06
202064927,Jose Alexandre,L.EIC022,3LEIC07
202064927,Jose Alexandre,L.EIC023,3LEIC07
202064927,Jose Alexandre,L.EIC024,3LEIC04
202064927,Jose Alexandre,L.EIC025,3LEIC07
202065012,Gervasio,L.EIC021,3LEIC10
202065012,Gervasio,L.EIC022,3LEIC14
202065012,Gervasio,L.EIC023,3LEIC12
202065012,Gervasio,L.EIC024,3LEIC12
202065012,Gervasio,L.EIC025,3LEIC09
202065097,Manuel Francisco,L.EIC021,3LEIC12
202065097,Manuel Francisco,L.EIC022,3LEIC14
202065097,Manuel Francisco,L.EIC023,3LEIC10
202065097,Manuel Francisco,L.EIC024,3LEIC09
202065097,Manuel Francisco,L.EIC025,3LEIC15
202024382,Barbara,L.EIC002,1LEIC05
202024382,Barbara,L.EIC015,2LEIC03
202074107,Manuel Alfredo,L.EIC021,3LEIC06
202074107,Manuel Alfredo,L.EIC022,3LEIC07
202074107,Manuel Alfredo,L.EIC023,3LEIC07
202074107,Manuel Alfredo,L.EIC024,3LEIC04
202074107,Manuel Alfredo,L.EIC025,3LEIC07
202051072,Jose Edmundo,L.EIC011,2LEIC04
202051072,Jose Edmundo,L.EIC012,2LEIC05
202051072,Jose Edmundo,L.EIC013,2LEIC01
202051072,Jose Edmundo,L.EIC014,2LEIC01
202051072,Jose Edmundo,L.EIC015,2LEIC01
202063567,Justo,L.EIC015,2LEIC13
202063567,Justo,L.EIC021,3LEIC14
202063567,Justo,L.EIC022,3LEIC10
202063567,Justo,L.EIC023,3LEIC14
202063567,Justo,L.EIC024,3LEIC10
202063567,Justo,L.EIC025,3LEIC13
202020047,Maria,L.EIC001,1LEIC07
202020047,Maria,L.EIC002,1LEIC07
202020047,Maria,L.EIC003,1LEIC07
202020047,Maria,L.EIC005,1LEIC07
202023702,Rafaela,L.EIC002,1LEIC07
202023702,Rafaela,L.EIC003,1LEIC04
202023702,Rafaela,L.EIC005,1LEIC07
202023702,Rafaela,L.EIC011,2LEIC11
202023702,Rafaela,L.EIC012,2LEIC13
202023702,Rafaela,L.EIC014,2LEIC16
201920727,Ines,L.EIC001,1LEIC05
201920727,Ines,L.EIC002,1LEIC05
201920727,Ines,L.EIC003,1LEIC07
201920727,Ines,L.EIC005,1LEIC01
202055322,Manuel Eduardo,L.EIC012,2LEIC06
202055322,Manuel Eduardo,L.EIC021,3LEIC08
202055322,Manuel Eduardo,L.EIC022,3LEIC12
202055322,Manuel Eduardo,L.EIC023,3LEIC13
202055322,Manuel Eduardo,L.EIC025,3LEIC11
202054472,Jose Amadeu,L.EIC011,2LEIC02
202054472,Jose Amadeu,L.EIC021,3LEIC11
202054472,Jose Amadeu,L.EIC023,3LEIC10
202054472,Jose Amadeu,L.EIC025,3LEIC14
202055152,Manuel Vasco,L.EIC012,2LEIC09
202055152,Manuel Vasco,L.EIC023,3LEIC11
202055152,Manuel Vasco,L.EIC024,3LEIC11
202055152,Manuel Vasco,L.EIC025,3LEIC15
202062547,Jose Pedro,L.EIC014,2LEIC05
202062547,Jose Pedro,L.EIC021,3LEIC11
202062547,Jose Pedro,L.EIC022,3LEIC10
202062547,Jose Pedro,L.EIC023,3LEIC11
202062547,Jose Pedro,L.EIC024,3LEIC11
202062547,Jose Pedro,L.EIC025,3LEIC11
201951157,Manuel Agostinho,L.EIC011,2LEIC12
201951157,Manuel Agostinho,L.EIC012,2LEIC12
201951157,Manuel Agostinho,L.EIC013,2LEIC12
201951157,Manuel Agostinho,L.EIC015,2LEIC12
201951157,Manuel Agostinho,L.EIC024,3LEIC03
202073852,Anacleto,L.EIC021,3LEIC09
202073852,Anacleto,L.EIC023,3LEIC09
202073852,Anacleto,L.EIC024,3LEIC09
202073852,Anacleto,L.EIC025,3LEIC09
202072067,Quaresma,L.EIC021,3LEIC04
202072067,Quaresma,L.EIC022,3LEIC05
202072067,Quaresma,L.EIC023,3LEIC06
202072067,Quaresma,L.EIC024,3LEIC02
202072067,Quaresma,L.EIC025,3LEIC05
202041297,Manuel Diamantino,L.EIC011,2LEIC05
202041297,Manuel Diamantino,L.EIC012,2LEIC05
202041297,Manuel Diamantino,L.EIC013,2LEIC05
202041297,Manuel Diamantino,L.EIC014,2LEIC05
202041297,Manuel Diamantino,L.EIC015,2LEIC05
202070537,Jose Frederico,L.EIC021,3LEIC06
202070537,Jose Frederico,L.EIC022,3LEIC04
202070537,Jose Frederico,L.EIC023,3LEIC01
202070537,Jose Frederico,L.EIC024,3LEIC02
202070537,Jose Frederico,L.EIC025,3LEIC01
202064247,Manuel Filipe,L.EIC015,2LEIC02
202064247,Manuel Filipe,L.EIC021,3LEIC03
202064247,Manuel Filipe,L.EIC022,3LEIC03
202064247,Manuel Filipe,L.EIC023,3LEIC03
202064247,Manuel Filipe,L.EIC024,3LEIC03
202064247,Manuel Filipe,L.EIC025,3LEIC03
202070452,Manuel Frederico,L.EIC021,3LEIC08
202070452,Manuel Frederico,L.EIC022,3LEIC14
202070452,Manuel Frederico,L.EIC023,3LEIC08
202070452,Manuel Frederico,L.EIC024,3LEIC08
202070452,Manuel Frederico,L.EIC025,3LEIC09
202060677,Manuel Olavo,L.EIC013,2LEIC10
202060677,Manuel Olavo,L.EIC021,3LEIC01
202060677,Manuel Olavo,L.EIC022,3LEIC01
202060677,Manuel Olavo,L.EIC023,3LEIC01
202060677,Manuel Olavo,L.EIC025,3LEIC01
202071472,Jose Nicolau,L.EIC021,3LEIC06
202071472,Jose Nicolau,L.EIC022,3LEIC07
202071472,Jose Nicolau,L.EIC023,3LEIC07
202071472,Jose Nicolau,L.EIC024,3LEIC04
202071472,Jose Nicolau,L.EIC025,3LEIC07
202071302,Fernao,L.EIC021,3LEIC02
202071302,Fernao,L.EIC022,3LEIC02
202071302,Fernao,L.EIC023,3LEIC02
202071302,Fernao,L.EIC024,3LEIC02
202071302,Fernao,L.EIC025,3LEIC02
202059147,Serafim,L.EIC013,2LEIC06
202059147,Serafim,L.EIC014,2LEIC06
202059147,Serafim,L.EIC015,2LEIC06
202059147,Serafim,L.EIC021,3LEIC01
202059147,Serafim,L.EIC025,3LEIC02
202064502,Manuel Gabriel,L.EIC015,2LEIC12
202064502,Manuel Gabriel,L.EIC021,3LEIC10
202064502,Manuel Gabriel,L.EIC022,3LEIC10
202064502,Manuel Gabriel,L.EIC023,3LEIC10
202064502,Manuel Gabriel,L.EIC024,3LEIC10
202064502,Manuel Gabriel,L.EIC025,3LEIC10
202075297,Manuel Cesar,L.EIC021,3LEIC05
202075297,Manuel Cesar,L.EIC022,3LEIC05
202075297,Manuel Cesar,L.EIC023,3LEIC05
202075297,Manuel Cesar,L.EIC024,3LEIC05
202075297,Manuel Cesar,L.EIC025,3LEIC05
202076317,Manuel Anacleto,L.EIC021,3LEIC02
202076317,Manuel Anacleto,L.EIC022,3LEIC06
202076317,Manuel Anacleto,L.EIC023,3LEIC06
202076317,Manuel Anacleto,L.EIC024,3LEIC06
202076317,Manuel Anacleto,L.EIC025,3LEIC03
202076827,Manuel Jesus,L.EIC021,3LEIC01
202076827,Manuel Jesus,L.EIC022,3LEIC05
202076827,Manuel Jesus,L.EIC023,3LEIC03
202076827,Manuel Jesus,L.EIC024,3LEIC05
202076827,Manuel Jesus,L.EIC025,3LEIC02
202077507,Manuel Nelmo,L.EIC021,3LEIC02
202077507,Manuel Nelmo,L.EIC022,3LEIC02
202077507,Manuel Nelmo,L.EIC023,3LEIC02
202077507,Manuel Nelmo,L.EIC024,3LEIC02
202077507,Manuel Nelmo,L.EIC025,3LEIC02
202057702,Manuel Duarte,L.EIC013,2LEIC12
202057702,Manuel Duarte,L.EIC014,2LEIC15
202057702,Manuel Duarte,L.EIC015,2LEIC13
202057702,Manuel Duarte,L.EIC023,3LEIC13
202057702,Manuel Duarte,L.EIC024,3LEIC12
202057702,Manuel Duarte,L.EIC025,3LEIC09
202065352,Jose Gilberto,L.EIC021,3LEIC11
202065352,Jose Gilberto,L.EIC022,3LEIC10
202065352,Jose Gilberto,L.EIC023,3LEIC10
202065352,Jose Gilberto,L.EIC024,3LEIC10
202065352,Jose Gilberto,L.EIC025,3LEIC11
202055747,Manuel Diogo,L.EIC012,2LEIC10
202055747,Manuel Diogo,L.EIC013,2LEIC15
202055747,Manuel Diogo,L.EIC014,2LEIC11
202055747,Manuel Diogo,L.EIC015,2LEIC10
202055747,Manuel Diogo,L.EIC021,3LEIC14
201930842,Rosarinho,L.EIC004,1LEIC16
201930842,Rosarinho,L.EIC012,2LEIC10
201930842,Rosarinho,L.EIC013,2LEIC13
201930842,Rosarinho,L.EIC014,2LEIC10
202070792,Manuel Zacarias,L.EIC021,3LEIC06
202070792,Manuel Zacarias,L.EIC022,3LEIC06
202070792,Manuel Zacarias,L.EIC023,3LEIC06
202070792,Manuel Zacarias,L.EIC024,3LEIC06
202070792,Manuel Zacarias,L.EIC025,3LEIC06
202070707,Leonel,L.EIC021,3LEIC06
202070707,Leonel,L.EIC022,3LEIC06
202070707,Leonel,L.EIC023,3LEIC06
202070707,Leonel,L.EIC024,3LEIC06
202070707,Leonel,L.EIC025,3LEIC06
202071642,Manuel Bernardo,L.EIC021,3LEIC02
202071642,Manuel Bernardo,L.EIC022,3LEIC02
202071642,Manuel Bernardo,L.EIC023,3LEIC02
202071642,Manuel Bernardo,L.EIC024,3LEIC02
202071642,Manuel Bernardo,L.EIC025,3LEIC02
202043252,Bento,L.EIC011,2LEIC10
202043252,Bento,L.EIC014,2LEIC12
202043252,Bento,L.EIC021,3LEIC12
202043252,Bento,L.EIC022,3LEIC10
202043252,Bento,L.EIC023,3LEIC12
202043252,Bento,L.EIC024,3LEIC11
202043252,Bento,L.EIC025,3LEIC13
202045122,Jose Bruno,L.EIC011,2LEIC03
202045122,Jose Bruno,L.EIC012,2LEIC03
202045122,Jose Bruno,L.EIC013,2LEIC03
202045122,Jose Bruno,L.EIC014,2LEIC03
202045122,Jose Bruno,L.EIC015,2LEIC03
202047417,Oscar,L.EIC011,2LEIC04
202047417,Oscar,L.EIC012,2LEIC04
202047417,Oscar,L.EIC013,2LEIC04
202047417,Oscar,L.EIC014,2LEIC04
202047417,Oscar,L.EIC015,2LEIC04
202047332,Jose Benjamim,L.EIC011,2LEIC11
202047332,Jose Benjamim,L.EIC012,2LEIC09
202047332,Jose Benjamim,L.EIC013,2LEIC11
202047332,Jose Benjamim,L.EIC015,2LEIC11
202047332,Jose Benjamim,L.EIC023,3LEIC12
202047332,Jose Benjamim,L.EIC024,3LEIC10
202030077,Delfina,L.EIC003,1LEIC02
202030077,Delfina,L.EIC011,2LEIC12
202030077,Delfina,L.EIC012,2LEIC13
202030077,Delfina,L.EIC013,2LEIC10
202030077,Delfina,L.EIC014,2LEIC15
202030077,Delfina,L.EIC015,2LEIC09
202061952,Narciso,L.EIC013,2LEIC03
202061952,Narciso,L.EIC014,2LEIC03
202061952,Narciso,L.EIC015,2LEIC03
202061952,Narciso,L.EIC022,3LEIC04
202061952,Narciso,L.EIC023,3LEIC03
202061952,Narciso,L.EIC025,3LEIC07
202065182,Jose Francisco,L.EIC021,3LEIC11
202065182,Jose Francisco,L.EIC022,3LEIC09
202065182,Jose Francisco,L.EIC025,3LEIC13
202065267,Manuel Gilberto,L.EIC021,3LEIC09
202065267,Manuel Gilberto,L.EIC022,3LEIC08
202065267,Manuel Gilberto,L.EIC023,3LEIC12
202065267,Manuel Gilberto,L.EIC025,3LEIC11
202027612,Anita,L.EIC003,1LEIC15
202027612,Anita,L.EIC004,1LEIC15
202027612,Anita,L.EIC005,1LEIC13
202027612,Anita,L.EIC014,2LEIC16
202027612,Anita,L.EIC015,2LEIC11
202069772,Manuel Placido,L.EIC021,3LEIC03
202069772,Manuel Placido,L.EIC022,3LEIC04
202069772,Manuel Placido,L.EIC023,3LEIC01
202069772,Manuel Placido,L.EIC024,3LEIC02
202069772,Manuel Placido,L.EIC025,3LEIC05
202031097,Alzira,L.EIC004,1LEIC16
202031097,Alzira,L.EIC013,2LEIC12
202031097,Alzira,L.EIC015,2LEIC14
202071812,Gregorio,L.EIC021,3LEIC10
202071812,Gregorio,L.EIC022,3LEIC09
202071812,Gregorio,L.EIC023,3LEIC12
202071812,Gregorio,L.EIC024,3LEIC11
202071812,Gregorio,L.EIC025,3LEIC14
202071727,Jose Bernardo,L.EIC021,3LEIC02
202071727,Jose Bernardo,L.EIC022,3LEIC06
202071727,Jose Bernardo,L.EIC023,3LEIC06
202071727,Jose Bernardo,L.EIC024,3LEIC06
202071727,Jose Bernardo,L.EIC025,3LEIC03
202072322,Amandio,L.EIC021,3LEIC10
202072322,Amandio,L.EIC022,3LEIC09
202072322,Amandio,L.EIC023,3LEIC12
202072322,Amandio,L.EIC024,3LEIC11
202072322,Amandio,L.EIC025,3LEIC14
202044272,Jose Gil,L.EIC011,2LEIC13
202044272,Jose Gil,L.EIC021,3LEIC11
202044272,Jose Gil,L.EIC022,3LEIC10
202044272,Jose Gil,L.EIC023,3LEIC11
202044272,Jose Gil,L.EIC024,3LEIC11
202044272,Jose Gil,L.EIC025,3LEIC13
202072577,Romulo,L.EIC021,3LEIC11
202072577,Romulo,L.EIC022,3LEIC09
202072577,Romulo,L.EIC023,3LEIC10
202072577,Romulo,L.EIC024,3LEIC08
202072577,Romulo,L.EIC025,3LEIC15
202073087,Manuel Isac,L.EIC021,3LEIC10
202073087,Manuel Isac,L.EIC022,3LEIC12
202073087,Manuel Isac,L.EIC023,3LEIC11
202073087,Manuel Isac,L.EIC024,3LEIC09
202073087,Manuel Isac,L.EIC025,3LEIC14
202067137,Manuel Simao,L.EIC021,3LEIC03
202067137,Manuel Simao,L.EIC022,3LEIC02
202067137,Manuel Simao,L.EIC023,3LEIC04
202067137,Manuel Simao,L.EIC024,3LEIC03
202067137,Manuel Simao,L.EIC025,3LEIC03
202067052,Armindo,L.EIC021,3LEIC10
202067052,Armindo,L.EIC022,3LEIC09
202067052,Armindo,L.EIC023,3LEIC12
202067052,Armindo,L.EIC024,3LEIC11
202067052,Armindo,L.EIC025,3LEIC14
202066882,Manuel Ricardo,L.EIC021,3LEIC08
202066882,Manuel Ricardo,L.EIC022,3LEIC08
202066882,Manuel Ricardo,L.EIC023,3LEIC12
202066882,Manuel Ricardo,L.EIC024,3LEIC08
202066882,Manuel Ricardo,L.EIC025,3LEIC12
202067562,Laureano,L.EIC021,3LEIC06
202067562,Laureano,L.EIC022,3LEIC06
202067562,Laureano,L.EIC023,3LEIC06
202067562,Laureano,L.EIC024,3LEIC06
202067562,Laureano,L.EIC025,3LEIC06
202031947,Erica,L.EIC011,2LEIC10
202031947,Erica,L.EIC021,3LEIC14
202031947,Erica,L.EIC022,3LEIC14
202031947,Erica,L.EIC023,3LEIC08
202031947,Erica,L.EIC024,3LEIC12
202031947,Erica,L.EIC025,3LEIC11
202056597,Jose Anselmo,L.EIC012,2LEIC01
202056597,Jose Anselmo,L.EIC015,2LEIC06
202056597,Jose Anselmo,L.EIC021,3LEIC05
202056597,Jose Anselmo,L.EIC022,3LEIC03
202056597,Jose Anselmo,L.EIC023,3LEIC03
202073427,Jose Telmo,L.EIC021,3LEIC12
202073427,Jose Telmo,L.EIC022,3LEIC12
202073427,Jose Telmo,L.EIC023,3LEIC14
202073427,Jose Telmo,L.EIC024,3LEIC12
202073427,Jose Telmo,L.EIC025,3LEIC12
202073597,Adriano,L.EIC021,3LEIC05
202073597,Adriano,L.EIC022,3LEIC05
202073597,Adriano,L.EIC023,3LEIC05
202073597,Adriano,L.EIC024,3LEIC05
202073597,Adriano,L.EIC025,3LEIC05
202050987,Manuel Edmundo,L.EIC011,2LEIC01
202050987,Manuel Edmundo,L.EIC012,2LEIC01
202050987,Manuel Edmundo,L.EIC013,2LEIC01
202050987,Manuel Edmundo,L.EIC014,2LEIC01
202050987,Manuel Edmundo,L.EIC015,2LEIC01
202073767,Venancio,L.EIC021,3LEIC01
202073767,Venancio,L.EIC022,3LEIC02
202073767,Venancio,L.EIC023,3LEIC06
202073767,Venancio,L.EIC024,3LEIC05
202073767,Venancio,L.EIC025,3LEIC03
202072237,Pascoal,L.EIC021,3LEIC06
202072237,Pascoal,L.EIC022,3LEIC06
202072237,Pascoal,L.EIC023,3LEIC06
202072237,Pascoal,L.EIC024,3LEIC06
202072237,Pascoal,L.EIC025,3LEIC06
202063057,Jose Ricardo,L.EIC014,2LEIC16
202063057,Jose Ricardo,L.EIC021,3LEIC05
202063057,Jose Ricardo,L.EIC022,3LEIC07
202063057,Jose Ricardo,L.EIC023,3LEIC04
202063057,Jose Ricardo,L.EIC025,3LEIC04
202066202,Manuel Nicolau,L.EIC021,3LEIC02
202066202,Manuel Nicolau,L.EIC022,3LEIC01
202066202,Manuel Nicolau,L.EIC023,3LEIC05
202066202,Manuel Nicolau,L.EIC024,3LEIC05
202066202,Manuel Nicolau,L.EIC025,3LEIC05
202066032,Manuel Joaquim,L.EIC021,3LEIC01
202066032,Manuel Joaquim,L.EIC022,3LEIC01
202066032,Manuel Joaquim,L.EIC023,3LEIC01
202066032,Manuel Joaquim,L.EIC024,3LEIC01
202066032,Manuel Joaquim,L.EIC025,3LEIC01
202066372,Manuel Pedro,L.EIC021,3LEIC04
202066372,Manuel Pedro,L.EIC022,3LEIC05
202066372,Manuel Pedro,L.EIC023,3LEIC04
202066372,Manuel Pedro,L.EIC025,3LEIC02
202066967,Nelmo,L.EIC021,3LEIC02
202066967,Nelmo,L.EIC022,3LEIC02
202066967,Nelmo,L.EIC023,3LEIC02
202066967,Nelmo,L.EIC024,3LEIC02
202066967,Nelmo,L.EIC025,3LEIC02
202067307,Manuel Baltasar,L.EIC021,3LEIC10
202067307,Manuel Baltasar,L.EIC022,3LEIC09
202067307,Manuel Baltasar,L.EIC023,3LEIC12
202067307,Manuel Baltasar,L.EIC024,3LEIC11
202067307,Manuel Baltasar,L.EIC025,3LEIC14
202067222,Jose Simao,L.EIC021,3LEIC08
202067222,Jose Simao,L.EIC022,3LEIC08
202067222,Jose Simao,L.EIC023,3LEIC14
202067222,Jose Simao,L.EIC024,3LEIC10
202067222,Jose Simao,L.EIC025,3LEIC11
202054982,Manuel Valter,L.EIC012,2LEIC02
202054982,Manuel Valter,L.EIC013,2LEIC02
202054982,Manuel Valter,L.EIC015,2LEIC08
202054982,Manuel Valter,L.EIC021,3LEIC10
202054982,Manuel Valter,L.EIC022,3LEIC12
202054982,Manuel Valter,L.EIC025,3LEIC15
202057192,Jose Sergio,L.EIC013,2LEIC16
202057192,Jose Sergio,L.EIC014,2LEIC16
202057192,Jose Sergio,L.EIC015,2LEIC09
202057192,Jose Sergio,L.EIC021,3LEIC08
202057192,Jose Sergio,L.EIC025,3LEIC10
202057362,Jose Fernando,L.EIC013,2LEIC10
202057362,Jose Fernando,L.EIC021,3LEIC01
202057362,Jose Fernando,L.EIC022,3LEIC04
202057362,Jose Fernando,L.EIC023,3LEIC03
202057362,Jose Fernando,L.EIC024,3LEIC04
202057362,Jose Fernando,L.EIC025,3LEIC01
202024552,Nicole,L.EIC002,1LEIC08
202024552,Nicole,L.EIC005,1LEIC05
202024552,Nicole,L.EIC011,2LEIC09
202024552,Nicole,L.EIC012,2LEIC12
202024552,Nicole,L.EIC013,2LEIC09
202024552,Nicole,L.EIC014,2LEIC10
202024552,Nicole,L.EIC015,2LEIC09
202071047,Manuel Narciso,L.EIC021,3LEIC05
202071047,Manuel Narciso,L.EIC022,3LEIC07
202071047,Manuel Narciso,L.EIC023,3LEIC04
202071047,Manuel Narciso,L.EIC024,3LEIC04
202071047,Manuel Narciso,L.EIC025,3LEIC04
202068412,Jose Arnaldo,L.EIC021,3LEIC12
202068412,Jose Arnaldo,L.EIC022,3LEIC08
202068412,Jose Arnaldo,L.EIC023,3LEIC14
202068412,Jose Arnaldo,L.EIC024,3LEIC12
202068412,Jose Arnaldo,L.EIC025,3LEIC12
202040532,Apolo,L.EIC011,2LEIC14
202040532,Apolo,L.EIC012,2LEIC13
202040532,Apolo,L.EIC013,2LEIC13
202040532,Apolo,L.EIC014,2LEIC10
202040532,Apolo,L.EIC015,2LEIC09
202040447,Fernando,L.EIC011,2LEIC06
202040447,Fernando,L.EIC012,2LEIC06
202040447,Fernando,L.EIC013,2LEIC06
202040447,Fernando,L.EIC014,2LEIC06
202040447,Fernando,L.EIC015,2LEIC06
202068837,Jose Gustavo,L.EIC021,3LEIC04
202068837,Jose Gustavo,L.EIC022,3LEIC03
202068837,Jose Gustavo,L.EIC023,3LEIC03
202068837,Jose Gustavo,L.EIC024,3LEIC03
202068837,Jose Gustavo,L.EIC025,3LEIC04
202076402,Sancho,L.EIC021,3LEIC02
202076402,Sancho,L.EIC022,3LEIC02
202076402,Sancho,L.EIC023,3LEIC02
202076402,Sancho,L.EIC024,3LEIC02
202076402,Sancho,L.EIC025,3LEIC02
202076742,Manuel Leopoldo,L.EIC021,3LEIC03
202076742,Manuel Leopoldo,L.EIC022,3LEIC03
202076742,Manuel Leopoldo,L.EIC023,3LEIC03
202076742,Manuel Leopoldo,L.EIC024,3LEIC03
202076742,Manuel Leopoldo,L.EIC025,3LEIC04
202077592,Manuel Claudio,L.EIC021,3LEIC01
202077592,Manuel Claudio,L.EIC022,3LEIC01
202077592,Manuel Claudio,L.EIC023,3LEIC01
202077592,Manuel Claudio,L.EIC024,3LEIC01
202077592,Manuel Claudio,L.EIC025,3LEIC01
202022342,Idalina,L.EIC001,1LEIC11
202022342,Idalina,L.EIC002,1LEIC10
202022342,Idalina,L.EIC003,1LEIC14
202022342,Idalina,L.EIC004,1LEIC14
202022342,Idalina,L.EIC005,1LEIC11
202040957,Lucas,L.EIC011,2LEIC09
202040957,Lucas,L.EIC013,2LEIC10
202040957,Lucas,L.EIC014,2LEIC12
202040957,Lucas,L.EIC015,2LEIC12
202040957,Lucas,L.EIC022,3LEIC07
202041042,Vitor,L.EIC011,2LEIC06
202041042,Vitor,L.EIC021,3LEIC14
202041042,Vitor,L.EIC022,3LEIC10
202041042,Vitor,L.EIC023,3LEIC13
202041042,Vitor,L.EIC024,3LEIC09
202041042,Vitor,L.EIC025,3LEIC13
202059827,Arnaldo,L.EIC013,2LEIC10
202059827,Arnaldo,L.EIC021,3LEIC05
202059827,Arnaldo,L.EIC022,3LEIC05
202059827,Arnaldo,L.EIC023,3LEIC03
202059827,Arnaldo,L.EIC025,3LEIC07
202069432,Jose Sebastiao,L.EIC021,3LEIC09
202069432,Jose Sebastiao,L.EIC022,3LEIC08
202069432,Jose Sebastiao,L.EIC023,3LEIC12
202069432,Jose Sebastiao,L.EIC025,3LEIC11
202071132,Manuel Godofredo,L.EIC021,3LEIC06
202071132,Manuel Godofredo,L.EIC022,3LEIC06
202071132,Manuel Godofredo,L.EIC023,3LEIC07
202071132,Manuel Godofredo,L.EIC024,3LEIC06
202071132,Manuel Godofredo,L.EIC025,3LEIC06
202068497,Manuel Emilio,L.EIC021,3LEIC09
202068497,Manuel Emilio,L.EIC022,3LEIC09
202068497,Manuel Emilio,L.EIC023,3LEIC09
202068497,Manuel Emilio,L.EIC024,3LEIC09
202068497,Manuel Emilio,L.EIC025,3LEIC09
202068327,Jacinto,L.EIC021,3LEIC06
202068327,Jacinto,L.EIC022,3LEIC01
202068327,Jacinto,L.EIC023,3LEIC05
202068327,Jacinto,L.EIC024,3LEIC05
202068327,Jacinto,L.EIC025,3LEIC06
202073172,Jose Isac,L.EIC021,3LEIC09
202073172,Jose Isac,L.EIC022,3LEIC14
202073172,Jose Isac,L.EIC023,3LEIC10
202073172,Jose Isac,L.EIC024,3LEIC09
202073172,Jose Isac,L.EIC025,3LEIC11
202047502,Manuel Oscar,L.EIC011,2LEIC13
202047502,Manuel Oscar,L.EIC012,2LEIC13
202047502,Manuel Oscar,L.EIC013,2LEIC13
202047502,Manuel Oscar,L.EIC014,2LEIC13
202047502,Manuel Oscar,L.EIC015,2LEIC13
202072917,Germano,L.EIC021,3LEIC09
202072917,Germano,L.EIC022,3LEIC12
202072917,Germano,L.EIC023,3LEIC13
202072917,Germano,L.EIC024,3LEIC08
202072917,Germano,L.EIC025,3LEIC10
202062037,Joao Rodrigo,L.EIC013,2LEIC09
202062037,Joao Rodrigo,L.EIC014,2LEIC14
202062037,Joao Rodrigo,L.EIC021,3LEIC10
202062037,Joao Rodrigo,L.EIC022,3LEIC08
202062037,Joao Rodrigo,L.EIC023,3LEIC13
202062037,Joao Rodrigo,L.EIC024,3LEIC09
202062037,Joao Rodrigo,L.EIC025,3LEIC13
202075552,Jose Artur,L.EIC021,3LEIC03
202075552,Jose Artur,L.EIC022,3LEIC03
202075552,Jose Artur,L.EIC023,3LEIC03
202075552,Jose Artur,L.EIC025,3LEIC02
202076147,Manuel Camilo,L.EIC021,3LEIC06
202076147,Manuel Camilo,L.EIC022,3LEIC01
202076147,Manuel Camilo,L.EIC023,3LEIC05
202076147,Manuel Camilo,L.EIC024,3LEIC05
202076147,Manuel Camilo,L.EIC025,3LEIC06
202056937,Jose Matias,L.EIC012,2LEIC07
202056937,Jose Matias,L.EIC013,2LEIC04
202056937,Jose Matias,L.EIC014,2LEIC02
202056937,Jose Matias,L.EIC015,2LEIC06
202077252,Manuel Tome,L.EIC021,3LEIC06
202077252,Manuel Tome,L.EIC022,3LEIC06
202077252,Manuel Tome,L.EIC023,3LEIC06
202077252,Manuel Tome,L.EIC024,3LEIC06
